LEGAJO	CARRERA	FECHA_INGRESO	FECHA_INSCRIPCION	MODALIDAD_DES	MATERIAS APROBADAS CARRERA	MATERIAS REGULARES	PROMEDIO CON APLAZO	PROMEDIO SIN APLAZO	GENERO	COHORTE	PERIODO	SUBPERIODO	INGR / REINSC	FECHA_PAGO_MATRICULA	PROVINCIA_ALUMNO	ESTADO	ULTIMA_MATRICULA	ULTIMO_ARANCEL	NPS
1272	Abogacía	29/2/2012	11/7/2023	Distancia - MTD	12	0	8	8	Masculino	2012	feb-23	A-2-2023	Reinscripto	11/7/2023	San Luis	MATRICULA PAGA	ene-24	ene-24	10
1273	Licenciatura En Diseño Y Animación Digital	25/10/2022	7/6/2023	Distancia - MTD	10	0	8	7,77	Femenino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Chubut	MATRICULA PAGA	feb-23	feb-23	10
1274	Contador Público	26/3/2014	21/6/2023	Distancia - MTD	7	2	5	5,61	Femenino	2022	feb-23	A-2-2023	Reinscripto	21/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
1275	Martillero, Corredor Público Y Corredor Inmobiliario	3/7/2023	3/7/2023	Distancia - MTD	0	0	0	0	Masculino	2023	feb-23	A-2-2023	Ingresante	3/7/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	9
1276	Abogacía	30/3/2019	17/7/2023	Distancia - MTD	10	0	8	7,79	Masculino	2019	feb-23	A-2-2023	Reinscripto	17/7/2023	Corrientes	MATRICULA PAGA	feb-23	ene-23	10
1277	Tecnicatura Universitaria En Promoción Comunitaria En Niñez Y Adolescencia	12/12/2022	10/7/2023	Distancia - MTD	7	0	7	7,29	Femenino	2023	feb-23	A-2-2023	Reinscripto	10/7/2023	Corrientes	MATRICULA PAGA	ene-24	ene-24	10
1278	Licenciatura En Administración	6/7/2022	14/6/2023	Distancia - ED	17	0	7	7,47	Femenino	2022	feb-23	A-2-2023	Reinscripto	14/6/2023	Ciudad Autonoma De Buenos Aires	MATRICULA PAGA	ene-24	ene-24	8
1279	Licenciatura En Educación - Ciclo	20/3/2014	12/7/2023	Distancia - MTD	15	0	8	7,93	Masculino	2021	feb-23	A-2-2023	Reinscripto	12/7/2023	Mendoza	MATRICULA PAGA	ene-24	ene-24	10
1280	Abogacía	16/6/2023	16/6/2023	Distancia - MTD	3	0	7	6,82	Femenino	2023	feb-23	A-2-2023	Ingresante	16/6/2023	Sin datos	MATRICULA PAGA	feb-24	feb-24	10
1281	Abogacía	19/5/2023	24/8/2023	Distancia - MTD	7	0	8	8,43	Masculino	2023	feb-23	B-2-2023	Reinscripto	24/8/2023	Catamarca	MATRICULA PAGA	feb-24	feb-24	10
1282	Abogacía	18/6/2021	25/7/2023	Distancia - MTD	22	0	9	9,48	Masculino	2021	feb-23	A-2-2023	Reinscripto	25/7/2023	Jujuy	MATRICULA PAGA	feb-23	ene-23	10
1283	Tecnicatura En Higiene Y Seguridad Laboral	14/3/2023	26/7/2023	Distancia - MTD	5	0	8	7,8	Masculino	2023	feb-23	A-2-2023	Reinscripto	26/7/2023	Jujuy	MATRICULA PAGA	ene-24	ene-24	10
1284	Contador Público	17/8/2022	7/6/2023	Distancia - MTD	12	1	5	6,08	Femenino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
1285	Tecnicatura Universitaria En Hidrocarburos Y Geociencia	25/1/2023	20/7/2023	Distancia - MTD	5	0	6	7,6	Masculino	2023	feb-23	A-2-2023	Reinscripto	20/7/2023	Neuquen	MATRICULA PAGA	feb-24	feb-24	5
1286	Abogacía	1/8/2023	1/8/2023	Distancia - ED	10	1	8	8	Masculino	2023	feb-23	A-2-2023	Ingresante	1/8/2023	Entre Rios	MATRICULA PAGA	ene-24	ene-24	10
1287	Contador Público	10/8/2020	26/6/2023	Distancia - MTD	9	0	8	8,32	Masculino	2020	feb-23	A-2-2023	Reinscripto	26/6/2023	Entre Rios	MATRICULA PAGA	ene-24	ene-24	4
1288	Licenciatura En Publicidad	16/3/2020	5/6/2023	Distancia - MTD	39	2	7	7,41	Femenino	2020	feb-23	A-2-2023	Reinscripto	5/6/2023	Cordoba	MATRICULA PAGA	feb-24	ene-24	10
1289	Contador Público	19/7/2022	5/6/2023	Distancia - MTD	18	0	8	7,72	Masculino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Ciudad Autonoma De Buenos Aires	MATRICULA PAGA	feb-24	feb-24	5
1290	Abogacía	10/3/2021	8/6/2023	Distancia - MTD	20	1	9	8,97	Masculino	2021	feb-23	A-2-2023	Reinscripto	8/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	9
1291	Licenciatura En Administración	1/3/2021	5/6/2023	Distancia - MTD	32	4	7	7,19	Femenino	2021	feb-23	A-2-2023	Reinscripto	5/6/2023	San Juan	MATRICULA PAGA	ene-24	ene-24	10
1292	Abogacía	20/6/2023	20/6/2023	Distancia - MTD	0	0	0	0	Femenino	2024	feb-23	A-2-2023	Ingresante	20/6/2023	Buenos Aires	PASE DE CARRERA	ene-24	ene-24	10
1293	Abogacía	5/2/2021	9/8/2023	Distancia - MTD	26	0	6	6,12	Masculino	2021	feb-23	A-2-2023	Reinscripto	9/8/2023	Buenos Aires	MATRICULA PAGA	feb-23	ene-23	9
1294	Martillero, Corredor Público Y Corredor Inmobiliario	5/5/2023	4/7/2023	Distancia - MTD	5	1	8	8,4	Femenino	2023	feb-23	A-2-2023	Reinscripto	4/7/2023	Mendoza	MATRICULA PAGA	ene-24	ene-24	9
1295	Abogacía	14/12/2020	8/7/2023	Distancia - MTD	27	0	9	8,58	Masculino	2021	feb-23	A-2-2023	Reinscripto	8/7/2023	Cordoba	MATRICULA PAGA	ene-24	feb-23	10
1296	Procurador	19/10/2021	5/6/2023	Distancia - MTD	22	0	8	8,09	Masculino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	San Juan	MATRICULA PAGA	feb-24	feb-24	6
1297	Abogacía	29/7/2020	12/6/2023	Distancia - MTD	4	1	8	8,51	Femenino	2020	feb-23	A-2-2023	Reinscripto	12/6/2023	Tierra Del Fuego	MATRICULA PAGA	feb-23	feb-23	5
1298	Licenciatura En Seguridad Informatica	8/4/2022	5/6/2023	Distancia - MTD	25	0	7	7,52	Masculino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Jujuy	MATRICULA PAGA	ene-24	ene-24	9
1299	Contador Público	19/3/2021	6/6/2023	Distancia - MTD	11	0	7	7,38	Masculino	2021	feb-23	A-2-2023	Reinscripto	6/6/2023	Corrientes	MATRICULA PAGA	ene-24	ene-24	8
1300	Licenciatura En Administracion De Infraestructura Tecnologica	4/8/2022	9/8/2023	Distancia - MTD	2	0	7	6,5	Masculino	2022	feb-23	A-2-2023	Reinscripto	9/8/2023	Mendoza	MATRICULA PAGA	feb-23	feb-23	5
1301	Licenciatura En Inteligencia Artificial Y Robótica	6/1/2023	18/7/2023	Distancia - MTD	3	0	7	7,33	Masculino	2023	feb-23	A-2-2023	Reinscripto	18/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	8
1302	Abogacía	15/1/2020	6/7/2023	Distancia - MTD	10	0	8	7,67	Masculino	2020	feb-23	A-2-2023	Reinscripto	6/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	5
1303	Licenciatura En Terapia Ocupacional Y Desarrollo Humano	5/7/2023	5/7/2023	Distancia - MTD	7	0	8	8,29	Femenino	2023	feb-23	A-2-2023	Ingresante	5/7/2023	Buenos Aires	MATRICULA PAGA	feb-24	ene-24	9
1304	Contador Público	28/6/2023	5/7/2023	Distancia - MTD	6	0	6	6,37	Femenino	2023	feb-23	A-2-2023	Reinscripto	5/7/2023	Neuquen	MATRICULA PAGA	ene-24	ene-24	10
1305	Contador Público	28/6/2023	28/6/2023	Distancia - MTD	6	0	6	6,37	Femenino	2023	feb-23	A-2-2023	Ingresante	28/6/2023	Neuquen	MATRICULA PAGA	ene-24	ene-24	10
1306	Licenciatura En Criminología Y Seguridad	29/1/2021	5/6/2023	Distancia - MTD	38	1	10	9,5	Femenino	2021	feb-23	A-2-2023	Reinscripto	5/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	feb-23	9
1307	Abogacía	29/4/2021	12/6/2023	Distancia - MTD	21	0	8	8,31	Femenino	2021	feb-23	A-2-2023	Reinscripto	12/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	6
1308	Abogacía	18/5/2010	13/7/2023	Distancia - MTD	4	0	5	6,03	Femenino	2010	feb-23	A-2-2023	Reinscripto	13/7/2023	San Juan	MATRICULA PAGA	ene-24	ene-24	10
1309	Licenciatura En Criminología Y Seguridad	1/10/2019	21/6/2023	Distancia - MTD	5	0	7	7,67	Femenino	2020	feb-23	A-2-2023	Reinscripto	21/6/2023	Cordoba	MATRICULA PAGA	feb-23	feb-23	10
1310	Martillero, Corredor Público Y Corredor Inmobiliario	14/2/2022	1/8/2023	Distancia - MTD	17	0	8	8,53	Masculino	2022	feb-23	A-2-2023	Reinscripto	1/8/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
1311	Licenciatura En Administración	2/3/2018	21/7/2023	Distancia - ED	29	1	7	7,09	Femenino	2018	feb-23	A-2-2023	Reinscripto	21/7/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	9
1312	Abogacía	9/1/2014	19/8/2023	Distancia - ED	2	1	8	8,21	Masculino	2014	feb-23	A-2-2023	Reinscripto	19/8/2023	Cordoba	MATRICULA PAGA	ene-24	ene-23	5
1313	Abogacía	8/6/2021	7/6/2023	Distancia - MTD	13	1	8	8,11	Femenino	2021	feb-23	A-2-2023	Reinscripto	7/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
1314	Tecnicatura En Gestión Contable E Impositiva	11/8/2023	11/8/2023	Distancia - MTD	0	0	0	0	Femenino	2023	feb-23	A-2-2023	Ingresante	11/8/2023	Chaco	BAJA CARRERA	feb-23	feb-23	0
1315	Abogacía	27/11/2021	12/6/2023	Distancia - MTD	22	0	8	7,59	Masculino	2022	feb-23	A-2-2023	Reinscripto	12/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	8
1316	Licenciatura En Educación - Ciclo	25/5/2023	30/6/2023	Distancia - ED	9	0	8	8,44	Masculino	2023	feb-23	A-2-2023	Reinscripto	30/6/2023	Jujuy	MATRICULA PAGA	ene-24	ene-24	10
1317	Licenciatura En Administración	8/2/2023	26/7/2023	Distancia - MTD	10	0	8	7,9	Masculino	2023	feb-23	A-2-2023	Reinscripto	26/7/2023	Tucuman	MATRICULA PAGA	ene-24	ene-24	9
1318	Abogacía	23/3/2023	22/6/2023	Distancia - MTD	4	0	9	8,75	Femenino	2023	feb-23	A-2-2023	Reinscripto	22/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	5
1319	Martillero, Corredor Público Y Corredor Inmobiliario	30/6/2023	30/6/2023	Distancia - ED	2	0	6	6	Masculino	2023	feb-23	A-2-2023	Ingresante	30/6/2023	Cordoba	MATRICULA PAGA	feb-23	feb-23	10
1320	Tecnicatura En Higiene Y Seguridad Laboral	28/12/2019	3/10/2023	Distancia - MTD	16	0	6	6,88	Masculino	2020	feb-23	B-2-2023	Reinscripto	3/10/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
1321	Abogacía	17/1/2023	1/8/2023	Distancia - ED	2	6	8	8	Masculino	2023	feb-23	A-2-2023	Reinscripto	1/8/2023	Entre Rios	MATRICULA PAGA	feb-23	feb-23	7
1322	Licenciatura En Antropología Organizacional	18/11/2022	9/6/2023	Distancia - MTD	13	0	9	8,85	Femenino	2023	feb-23	A-2-2023	Reinscripto	9/6/2023	Sin datos	MATRICULA PAGA	feb-24	feb-24	9
1323	Contador Público	11/5/2023	3/7/2023	Distancia - MTD	4	2	6	6,25	Femenino	2023	feb-23	A-2-2023	Reinscripto	3/7/2023	Cordoba	MATRICULA PAGA	feb-24	feb-24	10
1324	Licenciatura En Informática	1/7/2019	5/6/2023	Distancia - MTD	17	1	7	6,89	Masculino	2019	feb-23	A-2-2023	Reinscripto	5/6/2023	Neuquen	MATRICULA PAGA	feb-24	feb-24	8
1325	Martillero, Corredor Público Y Corredor Inmobiliario	26/1/2023	6/6/2023	Distancia - MTD	7	0	8	8,29	Masculino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	7
1326	Abogacía	2/2/2010	11/9/2023	Distancia - MTD	23	1	6	6,96	Femenino	2010	feb-23	B-2-2023	Reinscripto	11/9/2023	Santiago Del Estero	MATRICULA PAGA	ene-24	ene-24	10
1327	Contador Público	12/3/2021	5/6/2023	Distancia - MTD	22	0	8	7,97	Femenino	2021	feb-23	A-2-2023	Reinscripto	5/6/2023	San Juan	MATRICULA PAGA	ene-24	ene-24	9
1328	Licenciatura En Gestión De Recursos Humanos	16/5/2023	29/7/2023	Distancia - MTD	11	0	7	7,36	Masculino	2023	feb-23	A-2-2023	Reinscripto	29/7/2023	Sin datos	MATRICULA PAGA	ene-24	ene-24	8
1329	Abogacía	21/6/2023	21/6/2023	Distancia - MTD	4	0	7	7,43	Femenino	2023	feb-23	A-2-2023	Ingresante	21/6/2023	La Rioja	MATRICULA PAGA	ene-24	ene-24	10
1330	Abogacía	23/8/2021	15/6/2023	Distancia - MTD	19	0	10	9,7	Femenino	2021	feb-23	A-2-2023	Reinscripto	15/6/2023	Mendoza	MATRICULA PAGA	ene-24	ene-24	0
1331	Abogacía	9/8/2023	9/8/2023	Distancia - ED	1	1	6	5,5	Femenino	2023	feb-23	A-2-2023	Ingresante	9/8/2023	Sin datos	MATRICULA PAGA	feb-23	feb-23	7
1332	Licenciatura En Administración	30/5/2022	31/7/2023	Presencial HOME	6	3	5	6,4	Femenino	2022	feb-23	A-2-2023	Reinscripto	31/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	5
1333	Tecnicatura En Higiene Y Seguridad Laboral	30/7/2021	6/6/2023	Distancia - ED	13	0	6	7	Femenino	2021	feb-23	A-2-2023	Reinscripto	6/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	7
1334	Licenciatura En Matemática	29/11/2021	5/6/2023	Distancia - MTD	28	0	10	9,55	Masculino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Corrientes	MATRICULA PAGA	feb-24	feb-24	0
1335	Licenciatura En Ciencia De Datos	20/1/2023	5/6/2023	Distancia - MTD	11	0	8	8,45	Masculino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	5
1336	Abogacía	23/6/2021	6/6/2023	Distancia - MTD	22	1	7	6,96	Masculino	2021	feb-23	A-2-2023	Reinscripto	6/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
1337	Escribanía-Ciclo	7/2/2023	22/6/2023	Distancia - MTD	8	0	9	9,13	Femenino	2023	feb-23	A-2-2023	Reinscripto	22/6/2023	Cordoba	MATRICULA PAGA	feb-23	feb-23	8
1338	Abogacía	17/11/2020	22/6/2023	Distancia - MTD	24	0	10	9,72	Femenino	2021	feb-23	A-2-2023	Reinscripto	22/6/2023	San Luis	MATRICULA PAGA	ene-24	ene-24	6
1339	Abogacía	27/11/2012	8/8/2023	Distancia - MTD	4	0	8	8	Femenino	2013	feb-23	A-2-2023	Reinscripto	8/8/2023	Neuquen	MATRICULA PAGA	feb-23	feb-23	7
1340	Licenciatura En Gestión De Recursos Humanos	7/6/2023	7/6/2023	Distancia - MTD	7	0	8	8,43	Femenino	2023	feb-23	A-2-2023	Ingresante	7/6/2023	Mendoza	MATRICULA PAGA	feb-24	feb-24	9
1341	Abogacía	2/3/2021	16/6/2023	Distancia - MTD	22	0	8	7,61	Femenino	2021	feb-23	A-2-2023	Reinscripto	16/6/2023	Cordoba	MATRICULA PAGA	ene-24	feb-23	10
1342	Tecnicatura En Investigación De La Escena Del Crimen	30/6/2023	30/6/2023	Distancia - MTD	5	0	8	8,4	Femenino	2023	feb-23	A-2-2023	Ingresante	30/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	10
1343	Tecnicatura En Investigación De La Escena Del Crimen	30/6/2023	10/8/2023	Distancia - MTD	5	0	8	8,4	Femenino	2023	feb-23	A-2-2023	Reinscripto	10/8/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	10
1344	Contador Público	1/7/2014	8/6/2023	Distancia - MTD	20	1	7	7,29	Femenino	2014	feb-23	A-2-2023	Reinscripto	8/6/2023	Cordoba	MATRICULA PAGA	ene-24	feb-23	9
1345	Licenciatura En Informática	25/8/2023	25/8/2023	Distancia - ED	3	1	6	6	Masculino	2023	feb-23	B-2-2023	Ingresante	25/8/2023	Chaco	MATRICULA PAGA	ene-24	ene-24	8
1346	Abogacía	17/2/2020	15/6/2023	Distancia - ED	13	1	9	9,18	Femenino	2020	feb-23	A-2-2023	Reinscripto	15/6/2023	Cordoba	MATRICULA PAGA	ene-24	feb-23	9
1347	Licenciatura En Administración	4/3/2023	14/6/2023	Distancia - MTD	6	0	8	7,5	Femenino	2023	feb-23	A-2-2023	Reinscripto	14/6/2023	Catamarca	MATRICULA PAGA	ene-24	ene-24	6
1348	Licenciatura En Relaciones Públicas E Institucionales	6/8/2018	4/8/2023	Distancia - MTD	30	1	6	6,11	Femenino	2018	feb-23	A-2-2023	Reinscripto	4/8/2023	San Juan	MATRICULA PAGA	ene-24	ene-23	8
1349	Abogacía	17/5/2023	15/6/2023	Distancia - MTD	7	0	8	8,14	Masculino	2023	feb-23	A-2-2023	Reinscripto	15/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	3
1350	Licenciatura En Administración	28/2/2023	26/7/2023	Distancia - MTD	14	0	9	8,57	Femenino	2023	feb-23	A-2-2023	Reinscripto	26/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
1351	Abogacía	2/2/2021	5/6/2023	Distancia - MTD	12	4	6	6,86	Masculino	2021	feb-23	A-2-2023	Reinscripto	5/6/2023	San Luis	MATRICULA PAGA	feb-24	feb-24	9
1352	Tecnicatura Universitaria En Gestión Y Auditorías Ambientales	28/12/2022	6/6/2023	Distancia - MTD	8	0	9	8,63	Masculino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	9
1353	Martillero, Corredor Público Y Corredor Inmobiliario	7/2/2023	7/6/2023	Distancia - MTD	10	0	7	7,22	Femenino	2023	feb-23	A-2-2023	Reinscripto	7/6/2023	Cordoba	MATRICULA PAGA	feb-23	feb-23	9
1354	Abogacía	15/3/2010	21/6/2023	Distancia - MTD	5	0	6	6,82	Femenino	2010	feb-23	A-2-2023	Reinscripto	21/6/2023	Santiago Del Estero	MATRICULA PAGA	ene-24	feb-23	10
1355	Contador Público	14/3/2023	9/6/2023	Distancia - MTD	11	1	8	7,73	Femenino	2023	feb-23	A-2-2023	Reinscripto	9/6/2023	Santiago Del Estero	MATRICULA PAGA	ene-24	ene-24	10
1356	Ingeniería En Software	27/1/2023	5/6/2023	Presencial HOME	15	0	8	7,67	Masculino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	6
1357	Contador Público	16/7/2013	24/7/2023	Distancia - ED	1	1	7	6,54	Masculino	2013	feb-23	A-2-2023	Reinscripto	24/7/2023	Salta	MATRICULA PAGA	ene-24	ene-23	9
1358	Escribanía-Ciclo	15/4/2023	4/8/2023	Distancia - MTD	8	0	9	8,88	Masculino	2023	feb-23	A-2-2023	Reinscripto	4/8/2023	Catamarca	MATRICULA PAGA	feb-23	feb-23	10
1359	Abogacía	22/12/2022	26/7/2023	Distancia - MTD	5	0	9	9	Masculino	2023	feb-23	A-2-2023	Ingresante	26/7/2023	Buenos Aires	MATRICULA PAGA	feb-24	feb-24	10
1360	Contador Público	4/6/2019	6/6/2023	Distancia - MTD	9	0	9	8,94	Femenino	2020	feb-23	A-2-2023	Reinscripto	6/6/2023	Misiones	MATRICULA PAGA	ene-24	feb-23	10
1361	Licenciatura En Comercio Internacional	28/1/2020	9/6/2023	Distancia - MTD	44	0	9	8,8	Masculino	2020	feb-23	A-2-2023	Reinscripto	9/6/2023	San Luis	MATRICULA PAGA	ene-24	feb-23	0
1362	Tecnicatura Universitaria En Promoción Comunitaria En Niñez Y Adolescencia	28/9/2022	28/6/2023	Distancia - MTD	10	0	8	7,5	Femenino	2022	feb-23	A-2-2023	Reinscripto	28/6/2023	Mendoza	MATRICULA PAGA	ene-24	ene-24	10
1363	Licenciatura En Ciencia De Datos	4/8/2023	4/8/2023	Distancia - MTD	4	1	8	8	Masculino	2023	feb-23	A-2-2023	Ingresante	4/8/2023	Sin datos	MATRICULA PAGA	ene-24	ene-24	8
1364	Licenciatura En Administración	10/1/2020	8/7/2023	Distancia - MTD	40	0	8	7,69	Masculino	2020	feb-23	A-2-2023	Reinscripto	8/7/2023	Chubut	MATRICULA PAGA	ene-24	ene-24	7
1365	Tecnicatura En Relaciones Laborales	2/6/2023	11/7/2023	Distancia - MTD	3	0	8	8	Femenino	2023	feb-23	A-2-2023	Reinscripto	11/7/2023	Chubut	MATRICULA PAGA	ene-24	ene-24	10
1366	Abogacía	24/3/2023	8/6/2023	Distancia - MTD	10	0	9	8,6	Femenino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
1367	Licenciatura En Gestión De Recursos Humanos	31/10/2022	8/6/2023	Distancia - MTD	13	0	8	8,38	Femenino	2023	feb-23	A-2-2023	Reinscripto	8/6/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	10
1368	Contador Público	18/4/2022	5/6/2023	Distancia - MTD	25	0	7	6,72	Femenino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Rio Negro	MATRICULA PAGA	ene-24	ene-24	7
1369	Licenciatura En Administración	13/6/2022	29/6/2023	Distancia - ED	18	0	8	8	Femenino	2022	feb-23	A-2-2023	Reinscripto	29/6/2023	Sin datos	MATRICULA PAGA	ene-24	ene-24	10
1370	Contador Público	20/5/2022	7/6/2023	Distancia - MTD	13	1	8	8,08	Masculino	2022	feb-23	A-2-2023	Reinscripto	7/6/2023	Sin datos	MATRICULA PAGA	feb-24	feb-24	8
1371	Abogacía	31/10/2019	26/6/2023	Distancia - MTD	11	0	8	8,22	Femenino	2020	feb-23	A-2-2023	Reinscripto	26/6/2023	Catamarca	MATRICULA PAGA	ene-24	ene-24	10
1372	Licenciatura En Administración	14/12/2021	5/6/2023	Distancia - MTD	26	0	7	7,08	Masculino	2022	feb-23	A-2-2023	Reinscripto	5/6/2023	Sin datos	MATRICULA PAGA	ene-24	feb-23	7
1373	Licenciatura En Informática	28/2/2023	24/7/2023	Distancia - ED	5	0	7	7	Masculino	2023	feb-23	A-2-2023	Reinscripto	24/7/2023	Chubut	MATRICULA PAGA	ene-24	ene-24	1
1374	Tecnicatura Universitaria En Marketing Y Publicidad Digital	28/9/2022	15/6/2023	Distancia - MTD	10	0	8	7,8	Femenino	2022	feb-23	A-2-2023	Reinscripto	15/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	2
1375	Licenciatura En Administración	27/7/2021	30/7/2023	Distancia - MTD	23	1	7	6,7	Masculino	2021	feb-23	A-2-2023	Reinscripto	30/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	7
1376	Escribanía-Ciclo	7/12/2022	6/6/2023	Distancia - MTD	8	0	8	7,75	Femenino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Chaco	MATRICULA PAGA	feb-23	feb-23	10
1377	Tecnicatura Universitaria En Marketing Y Publicidad Digital	13/10/2020	10/7/2023	Distancia - MTD	18	0	8	8,06	Masculino	2020	feb-23	A-2-2023	Reinscripto	10/7/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	6
1378	Licenciatura En Relaciones Internacionales	3/2/2023	29/6/2023	Distancia - MTD	13	0	8	8,31	Masculino	2023	feb-23	A-2-2023	Reinscripto	29/6/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	10
1379	Contador Público	25/1/2023	5/6/2023	Distancia - MTD	12	0	8	8,33	Masculino	2023	feb-23	A-2-2023	Reinscripto	5/6/2023	Chaco	MATRICULA PAGA	feb-24	feb-24	9
1380	Contador Público	9/8/2016	6/7/2023	Distancia - MTD	8	0	4	5,27	Femenino	2016	feb-23	A-2-2023	Reinscripto	6/7/2023	Mendoza	MATRICULA PAGA	ene-24	ene-24	7
1381	Licenciatura En Comercialización	13/2/2019	11/7/2023	Distancia - MTD	28	0	8	8,12	Masculino	2019	feb-23	A-2-2023	Reinscripto	11/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	ene-24	9
1382	Licenciatura En Administración	17/7/2020	7/7/2023	Distancia - MTD	24	2	7	7,21	Femenino	2020	feb-23	A-2-2023	Reinscripto	7/7/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	8
1383	Licenciatura En Administración	22/4/2022	16/6/2023	Distancia - MTD	35	0	8	7,69	Masculino	2022	feb-23	A-2-2023	Reinscripto	16/6/2023	Chubut	MATRICULA PAGA	feb-24	feb-24	10
1384	Licenciatura En Administración Agraria	17/1/2023	21/6/2023	Distancia - MTD	5	1	7	6,8	Masculino	2023	feb-23	A-2-2023	Reinscripto	21/6/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	10
1385	Licenciatura En Administración	2/8/2023	2/8/2023	Distancia - MTD	4	0	6	6,75	Masculino	2023	feb-23	A-2-2023	Ingresante	2/8/2023	Cordoba	MATRICULA PAGA	ene-24	ene-24	10
1386	Contador Público	9/9/2022	23/6/2023	Distancia - MTD	14	0	6	6,71	Femenino	2022	feb-23	A-2-2023	Reinscripto	23/6/2023	Santa Fe	MATRICULA PAGA	ene-24	ene-24	9
1387	Abogacía	11/1/2023	6/6/2023	Distancia - MTD	9	0	6	6,67	Femenino	2023	feb-23	A-2-2023	Reinscripto	6/6/2023	Entre Rios	MATRICULA PAGA	ene-24	ene-24	10
1388	Abogacía	30/6/2020	7/6/2023	Distancia - MTD	29	0	6	6,38	Masculino	2020	feb-23	A-2-2023	Reinscripto	7/6/2023	Rio Negro	MATRICULA PAGA	ene-24	ene-24	4
1389	Licenciatura En Relaciones Internacionales	7/8/2018	21/7/2023	Distancia - MTD	24	0	4	5,36	Femenino	2018	feb-23	A-2-2023	Reinscripto	21/7/2023	Neuquen	MATRICULA PAGA	ene-24	feb-23	2
1390	Contador Público	27/2/2013	6/6/2023	Distancia - ED	23	1	8	7,85	Femenino	2015	feb-23	A-2-2023	Reinscripto	6/6/2023	Santiago Del Estero	MATRICULA PAGA	ene-24	ene-24	6
1391	Contador Público	26/11/2020	7/6/2023	Distancia - MTD	15	2	8	8,36	Masculino	2021	feb-23	A-2-2023	Reinscripto	7/6/2023	Santiago Del Estero	MATRICULA PAGA	ene-24	feb-23	1
1392	Licenciatura En Relaciones Públicas E Institucionales	14/6/2023	14/6/2023	Distancia - MTD	7	0	9	8,86	Femenino	2023	feb-23	A-2-2023	Ingresante	14/6/2023	Neuquen	MATRICULA PAGA	ene-24	ene-24	9
1393	Abogacía	1/6/2017	14/7/2023	Distancia - MTD	4	0	9	8,89	Femenino	2017	feb-23	A-2-2023	Reinscripto	14/7/2023	Buenos Aires	MATRICULA PAGA	ene-24	feb-23	10
1394	Tecnicatura En Relaciones Laborales	24/11/2021	2/8/2023	Distancia - MTD	8	1	7	7,25	Femenino	2022	feb-23	A-2-2023	Reinscripto	2/8/2023	Buenos Aires	MATRICULA PAGA	feb-23	feb-23	5
